id,cost,LB,f_hat,num_coll,cost-to-go,h_hat,parent
139002897490432,3516,3537,3524.6153844771598,49,83,8.615384477159763,139002898909632
139002899071744,3516,3537,3524.615384476213,49,83,8.615384476213018,139002897490432
139002898053952,3516,3521,3524.615384475266,49,83,8.615384475266273,139002899071744
139002897934656,3516,3521,3524.439560301374,48,83,8.43956030137423,139002898053952
139002897700032,3516,3524,3524.173912910208,47,83,8.173912910207942,139002897934656
139002896739968,3516,3530,3523.913978366128,46,83,7.913978366127877,139002897700032
139002896697216,3528,3536,3535.659574344228,45,71,7.659574344228158,139002896739968
139002898075456,3531,3536,3538.9574466789904,44,68,7.957446678990493,139002896697216
139002897314624,3531,3536,3538.776595617277,43,68,7.77659561727705,139002898075456
139002897126272,3531,3536,3538.515789351058,42,68,7.515789351058173,139002897314624
139002895754560,3531,3536,3538.260416548685,41,68,7.260416548684897,139002897126272
139002895559360,3540,3544,3547.260416547172,41,59,7.260416547172311,139002895754560
139002897405312,3540,3544,3547.336841981695,41,59,7.336841981695292,139002895559360
139002895183168,3549,3548,3556.1578946155346,40,50,7.157894615534628,139002897405312
139002894767168,3549,3548,3555.9789472494117,39,50,6.978947249411636,139002895183168
139002895249600,3549,3548,3555.374999891758,36,50,6.374999891757814,139002894767168
139002893429312,3549,3547,3555.181818079412,36,50,6.181818079412306,139002895249600
139002898408128,3549,3553,3555.1818180787877,36,50,6.18181807878788,139002893429312
139002893690432,3549,3547,3555.0101009093255,35,50,6.01010090932558,139002898408128
139002893295040,3548,3552,3553.779999903474,34,51,5.779999903474,139002893690432
139002894956992,3548,3549,3553.227722685321,33,51,5.227722685321048,139002893295040
139002894735168,3548,3551,3553.0196077599694,32,51,5.019607759969244,139002894956992
139002894089152,3548,3551,3552.9708737043643,32,51,4.9708737043642195,139002894735168
139002892289024,3553,3556,3557.8155339006353,31,46,4.815533900635311,139002894089152
139002892892352,3553,3561,3557.6601940969367,30,46,4.660194096936564,139002892289024
139002892511040,3553,3559,3557.6153845386093,30,46,4.615384538609469,139002892892352
139002893133120,3553,3561,3557.4615383868936,29,46,4.461538386893492,139002892511040
139002891607296,3553,3561,3557.2666665955558,28,46,4.266666595555557,139002893133120
139002891378816,3553,3561,3557.2264150241654,28,46,4.226415024165184,139002891607296
139002893182080,3553,3561,3557.2264150237665,28,46,4.2264150237664655,139002891378816
139002893882752,3553,3561,3557.075471629676,27,46,4.075471629676042,139002893182080
139002891816192,3555,3561,3558.88785040225,26,44,3.8878504022499794,139002893882752
139002891359872,3555,3561,3558.9719625500043,25,44,3.9719625500043683,139002891816192
139002891578560,3557,3561,3560.777777714465,24,42,3.777777714465021,139002891359872
139002892054912,3557,3561,3560.462962904606,22,42,3.462962904605625,139002891578560
139002890701312,3561,3561,3564.3999999434363,22,38,3.399999943436365,139002892054912
139002891680960,3561,3564,3564.3055554986267,21,38,3.305555498626544,139002890701312
139002889638464,3561,3567,3564.4678898481257,21,38,3.467889848125579,139002891680960
139002890065728,3562,3566,3565.4678898478073,21,37,3.4678898478074247,139002889638464
139002888394624,3562,3568,3565.660550394236,21,37,3.660550394236177,139002890065728
139002888142016,3562,3566,3565.486238470381,20,37,3.486238470381282,139002888394624
139002888858240,3566,3569,3569.281818123939,19,33,3.281818123938844,139002888142016
139002888686336,3573,3574,3575.93636358431,17,26,2.936363584309918,139002888858240
139002887070464,3596,3593,3598.7387386903793,16,3,2.7387386903790283,139002888686336
139002887341888,3596,3593,3598.567567521999,15,3,2.5675675219990266,139002887070464
139002888266688,3596,3593,3598.2037036633023,14,3,2.20370366330247,139002887341888
139002887761216,3596,3610,3598.0275228987634,13,3,2.0275228987635723,139002888266688
139002884941504,3596,3610,3597.7943924898245,12,3,1.7943924898244394,139002887761216
139002890029376,3599,3612,3600.7777777446913,12,0,1.7777777446913583,139002884941504
139002886214208,3599,3612,3600.6603773268494,11,0,1.660377326849413,139002890029376
139002887634624,3599,3612,3600.794392489321,12,0,1.7943924893213385,139002886214208
139002886622784,3599,3614,3600.2941176211766,11,0,1.294117621176471,139002887634624
139002886759808,3599,3614,3600.2815533725516,11,0,1.2815533725516075,139002886622784
139002885714112,3599,3612,3600.165048520388,10,0,1.16504852038835,139002886759808
139002885213888,3599,3612,3600.15384613088,10,0,1.153846130880178,139002885714112
139002885647040,3599,3614,3600.038461517692,9,0,1.038461517692308,139002885213888
139002885877312,3599,3621,3599.914285696087,8,0,0.914285696087075,139002885647040
139002883885504,3599,3621,3599.792452814489,7,0,0.7924528144891423,139002885877312
139002883847360,3599,3615,3599.6728971829925,6,0,0.6728971829924012,139002883885504
139002884688064,3599,3615,3599.5555555446504,5,0,0.555555544650206,139002883847360
139002884576000,3599,3615,3599.440366963872,4,0,0.4403669638717281,139002884688064
139002883504896,3599,3615,3599.327272720906,3,0,0.32727272090578524,139002884576000
139002883751104,3599,3615,3599.216216212028,2,0,0.2162162120282445,139002883504896
139002884520576,3599,3615,3599.1071428550767,1,0,0.10714285507653062,139002883751104
139002882104960,3599,3607,3599.0,0,0,0.0,139002884520576
131720704022976,3192,3144,3192,217,566,0,
131720702481600,3192,3169,3192,217,566,0,131720704022976
131720699491776,3192,3144,3192.0,216,566,0.0,131720702481600
131720703159424,3192,3155,3192.0,216,566,0.0,131720699491776
131720701159232,3192,3156,3192.0,216,566,0.0,131720703159424
131720700513728,3194,3144,3194.0,213,564,0.0,131720701159232
131720702271232,3194,3144,3194.0,212,564,0.0,131720700513728
131720702784576,3194,3170,3194.0,211,564,0.0,131720702271232
131720698706560,3194,3170,3194.0,210,564,0.0,131720702784576
131720700524864,3194,3170,3194.0,209,564,0.0,131720698706560
131720702219584,3194,3179,3194.0,207,564,0.0,131720700524864
131720698937152,3194,3186,3194.0,206,564,0.0,131720702219584
131720698588224,3194,3186,3194.0,205,564,0.0,131720698937152
131720702177472,3208,3200,3208.0,204,550,0.0,131720698588224
131720702748352,3215,3200,3215.0,203,543,0.0,131720702177472
131720698248512,3244,3224,3244.0,201,514,0.0,131720702748352
131720701629312,3244,3224,3244.0,200,514,0.0,131720698248512
131720696240768,3244,3224,3244.0,199,514,0.0,131720701629312
131720697566016,3244,3224,3244.0,198,514,0.0,131720696240768
131720698818752,3244,3236,3244.0,197,514,0.0,131720697566016
131720699767040,3248,3236,3248.0,194,510,0.0,131720698818752
131720702707264,3248,3236,3262.9230766705327,194,510,14.92307667053255,131720699767040
131720697798144,3266,3250,3280.769230507929,192,492,14.769230507928995,131720702707264
131720697614016,3268,3251,3281.6428569089794,191,490,13.642856908979596,131720697798144
131720697940096,3268,3251,3297.3846148195266,191,490,29.384614819526636,131720697614016
131720698043264,3272,3251,3301.230768646154,190,486,29.23076864615386,131720697940096
131720697631168,3272,3251,3301.076922473018,189,486,29.076922473017763,131720698043264
131720697090560,3272,3252,3298.71428518,187,486,26.714285180000005,131720697631168
131720696226560,3272,3255,3295.249999578594,186,486,23.249999578593755,131720697090560
131720696302848,3272,3255,3293.8823525550174,186,486,21.882352555017306,131720696226560
131720699571520,3272,3255,3293.764705485467,185,486,21.764705485467136,131720696302848
131720696069248,3272,3259,3292.4444440809875,184,486,20.444444080987658,131720699571520
131720696704000,3272,3259,3291.2631575601663,183,486,19.263157560166213,131720696069248
131720696813056,3272,3266,3290.1999996906,182,486,18.199999690600002,131720696704000
131720694954048,3272,3268,3289.047618763492,179,486,17.047618763492068,131720696813056
131720695337536,3272,3287,3286.8333331108333,178,486,14.833333110833333,131720694954048
131720694581120,3281,3288,3295.159999790432,177,477,14.159999790432003,131720695337536
131720695369792,3281,3292,3295.6666664344443,176,477,14.666666434444446,131720694581120
131720695768576,3298,3306,3311.839999784096,173,460,13.839999784096003,131720695369792
131720693111296,3313,3318,3325.4444442600825,168,445,12.444444260082307,131720695768576
131720693526144,3327,3329,3338.9999998242856,168,431,11.999999824285718,131720693111296
131720693127232,3328,3330,3340.3703701779423,167,430,12.37037017794239,131720693526144
131720693416128,3336,3338,3348.6923074823962,165,422,12.692307482396451,131720693127232
131720694274496,3336,3338,3348.1481479501786,164,422,12.148147950178329,131720693416128
131720691973632,3336,3338,3347.6428569557397,163,422,11.642856955739797,131720694274496
131720695668992,3346,3344,3357.103448099738,161,412,11.103448099738406,131720691973632
131720693092672,3346,3344,3357.034482579786,160,412,11.034482579785971,131720695668992
131720693875072,3346,3350,3356.5999998304,159,412,10.599999830400002,131720693092672
131720694697536,3346,3359,3356.193548225973,158,412,10.193548225972945,131720693875072
131720692377344,3346,3350,3355.8124998466797,157,412,9.812499846679687,131720694697536
131720691921152,3358,3353,3367.3939392487605,155,400,9.393939248760331,131720692377344
131720694811200,3361,3353,3370.058823390865,154,397,9.05882339086505,131720691921152
131720691789760,3361,3353,3370.058823388201,154,397,9.058823388200688,131720694811200
131720690732288,3370,3362,3378.882352800104,151,388,8.882352800103805,131720691789760
131720691081472,3383,3372,3391.28571415551,145,375,8.285714155510203,131720690732288
131720692289280,3386,3372,3394.5294116242217,145,372,8.52941162422145,131720691081472
131720691233728,3386,3372,3394.9999998396875,144,372,8.999999839687499,131720692289280
131720691634752,3389,3372,3397.7272725738844,144,369,8.727272573884296,131720691233728
131720689928000,3389,3372,3398.225806276025,143,369,9.225806276024974,131720691634752
131720690197120,3389,3377,3397.937499832422,143,369,8.937499832421874,131720689928000
131720689959488,3389,3388,3397.8749998308203,142,369,8.874999830820311,131720690197120
131720688826112,3391,3381,3399.5454543849037,141,367,8.545454384903582,131720689959488
131720690609600,3391,3372,3407.5882349867475,141,367,16.588234986747405,131720688826112
131720690181632,3391,3373,3407.4705879252597,140,367,16.47058792525952,131720690609600
131720688795840,3391,3373,3406.885713990694,139,367,15.885713990693883,131720690181632
131720690022144,3391,3373,3406.3333330522223,138,367,15.333333052222226,131720688795840
131720689625856,3391,3375,3405.810810542615,137,367,14.810810542615048,131720690022144
131720685486784,3391,3376,3405.315789217507,136,367,14.315789217506929,131720689625856
131720687331328,3392,3376,3405.9487177019328,136,366,13.94871770193294,131720685486784
131720685648192,3393,3380,3410.4358971229453,136,365,17.435897122945434,131720687331328
131720687755520,3393,3381,3413.92307654217,136,365,20.923076542169632,131720685648192
131720688663936,3393,3382,3413.769230385799,135,365,20.769230385798817,131720687755520
131720688653760,3393,3385,3413.0999996331752,134,365,20.099999633175006,131720688663936
131720689636992,3393,3385,3412.4634142828554,133,365,19.46341428285545,131720688653760
131720687833792,3393,3386,3411.714285380102,131,365,18.714285380102044,131720689636992
131720688372544,3398,3389,3415.8636360550827,131,360,17.863636055082647,131720687833792
131720688073536,3398,3389,3416.5714282309523,130,360,18.57142823095239,131720688372544
131720688392768,3398,3389,3415.8604647922984,128,360,17.860464792298544,131720688073536
131720686886720,3398,3394,3414.7999997050665,126,360,16.799999705066675,131720688392768
131720687232448,3412,3403,3427.9574465368946,125,346,15.957446536894526,131720686886720
131720686987968,3426,3408,3442.043477978365,123,332,16.04347797836484,131720687232448
131720684575296,3426,3415,3442.043477974877,123,332,16.043477974877128,131720686987968
131720684727936,3426,3429,3441.652173630624,120,332,15.652173630623821,131720684575296
131720684362624,3426,3440,3440.44897934414,118,332,14.448979344139945,131720684727936
131720684096256,3444,3455,3457.7647056529413,117,314,13.76470565294118,131720684362624
131720683491456,3472,3476,3485.919999760576,116,286,13.919999760576005,131720684096256
131720682520000,3472,3476,3485.679999761968,114,286,13.679999761968004,131720683491456
131720681404480,3472,3483,3485.0384613178107,113,286,13.038461317810654,131720682520000
131720682019328,3472,3484,3484.5660375248344,111,286,12.566037524834462,131720681404480
131720683979712,3472,3486,3483.9999998036365,110,286,11.999999803636365,131720682019328
131720687167680,3472,3494,3483.5714283833927,108,286,11.571428383392858,131720683979712
131720681470848,3475,3484,3485.9655170674437,106,283,10.965517067443521,131720687167680
131720683694528,3475,3484,3485.8620687913494,105,283,10.862068791349586,131720681470848
131720684764096,3475,3499,3485.677965931571,105,283,10.67796593157139,131720683694528
131720687168768,3504,3509,3514.576271016145,104,254,10.576271016144787,131720684764096
131720682955200,3504,3509,3514.551723963282,102,254,10.551723963281807,131720687168768
131720680417152,3504,3509,3514.1999998351,102,254,10.1999998351,131720682955200
131720680560320,3531,3531,3540.9999998366666,100,227,9.999999836666667,131720680417152
131720680809152,3533,3531,3542.89999983665,99,225,9.89999983665,131720680560320
131720680328896,3533,3530,3545.8524588056976,98,225,12.852458805697394,131720680809152
131720681153024,3533,3536,3545.3870965724036,96,225,12.387096572403747,131720680328896
131720681856320,3533,3541,3544.99999980875,96,225,11.999999808750001,131720681153024
131720680606080,3533,3545,3544.8749998088865,95,225,11.874999808886718,131720681856320
131720682162560,3533,3539,3544.692307505231,95,225,11.692307505230767,131720680606080
131720682466048,3556,3551,3567.4461536612544,93,202,11.446153661254437,131720682162560
131720679700352,3556,3551,3567.7499998053904,94,202,11.749999805390624,131720682466048
131720679493312,3556,3551,3567.8095236089493,93,202,11.809523608949357,131720679700352
131720679861504,3556,3551,3567.374999808047,91,202,11.374999808046876,131720679493312
131720687057664,3556,3555,3566.9090907289255,90,202,10.909090728925621,131720679861504
131720679418176,3556,3555,3566.746268480285,90,202,10.746268480285142,131720687057664
131720680711552,3556,3557,3566.5074625124885,88,202,10.507462512488306,131720679418176
131720677552320,3556,3554,3566.086956358009,87,202,10.086956358008823,131720680711552
131720685177984,3556,3555,3565.8285712699103,86,202,9.828571269910205,131720677552320
131720680436096,3571,3565,3580.5774646349532,85,187,9.577464634953383,131720685177984
131720678685696,3571,3564,3580.4647885790914,84,187,9.464788579091453,131720680436096
131720679152576,3595,3583,3604.222222073642,83,163,9.222222073641976,131720678685696
131720675115968,3595,3583,3604.1111109630556,82,163,9.111110963055557,131720679152576
131720675638848,3595,3583,3603.8767121852807,81,163,8.876712185280542,131720675115968
131720678089472,3595,3577,3603.7567566159387,81,163,8.756756615938642,131720675638848
131720677629760,3595,3578,3603.7567566147554,81,163,8.756756614755297,131720678089472
131720681091008,3595,3580,3603.756756613572,81,163,8.756756613571952,131720677629760
131720678120576,3595,3580,3603.6486485060627,80,163,8.648648506062822,131720681091008
131720676019712,3595,3592,3602.6712327474575,80,163,7.67123274745731,131720678120576
131720677063808,3595,3581,3602.6712327464065,80,163,7.671232746406458,131720676019712
131720677862464,3595,3581,3602.575342336039,79,163,7.5753423360386565,131720677063808
131720676432192,3595,3581,3602.3783782527466,78,163,7.378378252746531,131720677862464
131720675775360,3595,3581,3602.1866665449725,77,163,7.186666544972445,131720676432192
131720676291200,3597,3586,3603.9999998821054,76,161,6.999999882105264,131720675775360
131720678114624,3597,3585,3605.7662336193707,75,161,8.76623361937089,131720676291200
131720675419072,3614,3594,3622.4230767826925,73,144,8.423076782692311,131720678114624
131720673137920,3631,3606,3639.076922941272,70,127,8.076922941272192,131720675419072
131720673342528,3631,3606,3638.8607593623265,69,127,7.860759362326551,131720673137920
131720673517376,3631,3606,3638.6499998728186,68,127,7.649999872818752,131720673342528
131720674272512,3631,3606,3638.444444321289,67,127,7.444444321289438,131720673517376
131720675619072,3631,3608,3638.134146224011,65,127,7.1341462240110065,131720674272512
131720675788224,3631,3608,3638.071428456939,66,127,7.071428456938777,131720675619072
131720672985920,3631,3609,3638.048192654747,65,127,7.048192654746699,131720675788224
131720673073856,3631,3610,3637.85714274449,64,127,6.8571427444897965,131720672985920
131720674404800,3635,3611,3641.5647057750007,62,123,6.564705775000693,131720673073856
131720674093312,3635,3611,3641.6428570321427,62,123,6.642857032142859,131720674404800
131720673974080,3635,3611,3641.535714176008,61,123,6.535714176007654,131720674093312
131720674864896,3635,3611,3641.352941070339,60,123,6.352941070339103,131720673974080
131720674880512,3635,3610,3641.1744185019834,59,123,6.174418501983508,131720674864896
131720671898816,3635,3612,3640.89655162654,57,123,5.8965516265398366,131720674880512
131720672183488,3635,3610,3640.7640448499114,57,123,5.764044849911629,131720671898816
131720672369920,3636,3614,3641.0909090064465,56,122,5.0909090064462825,131720672183488
131720672412736,3638,3614,3643.5617976609456,55,120,5.561797660945589,131720672369920
131720672471296,3638,3614,3643.4606740664967,54,120,5.460674066496656,131720672412736
131720670924288,3638,3615,3643.3999999106,54,120,5.399999910600002,131720672471296
131720671110848,3638,3617,3643.39999991,54,120,5.399999910000002,131720670924288
131720671212544,3638,3617,3643.299999911078,53,120,5.299999911077779,131720671110848
131720671563968,3645,3621,3650.1428570569547,52,113,5.142857056954476,131720671212544
131720669790464,3649,3624,3654.7142856182104,52,109,5.714285618210364,131720671563968
131720670072832,3649,3629,3655.374999887713,51,109,6.37499988771307,131720669790464
131720670037632,3649,3629,3655.4269661794824,52,109,6.426966179482389,131720670072832
131720670556800,3649,3632,3655.374999886264,51,109,6.374999886264206,131720670037632
131720675823296,3649,3632,3655.303370674614,51,109,6.303370674614317,131720670556800
131720670544064,3649,3615,3655.179775170496,50,109,6.17977517049615,131720675823296
131720668714752,3649,3615,3654.98888878242,49,109,5.988888782419752,131720670544064
131720669131712,3649,3619,3654.9230768182842,49,109,5.923076818284024,131720668714752
131720667725312,3660,3626,3665.8021976989057,48,98,5.80219769890593,131720669131712
131720669518016,3660,3630,3665.6813185795545,47,98,5.681318579554402,131720667725312
131720667931456,3660,3636,3665.4999999019565,46,98,5.499999901956521,131720669518016
131720669673536,3672,3639,3677.3225805507286,45,86,5.322580550728408,131720667931456
131720667793472,3673,3639,3678.6774192535,44,85,5.677419253499827,131720669673536
131720668341440,3673,3624,3678.9468084049877,43,85,5.946808404987549,131720667793472
131720668655616,3674,3624,3679.6105262165715,41,84,5.610526216571744,131720668341440
131720666748672,3681,3630,3686.4166665713105,40,77,5.416666571310763,131720668655616
131720667443584,3681,3630,3686.3368420097618,39,77,5.336842009761773,131720666748672
131720666006336,3681,3636,3685.9263156997627,39,77,4.92631569976288,131720667443584
131720665668800,3690,3636,3694.9263156992442,39,68,4.926315699244321,131720666006336
131720667207104,3690,3636,3694.446808427852,38,68,4.446808427851968,131720665668800
131720668585792,3690,3636,3693.9361701390676,37,68,3.93617013906745,131720667207104
131720666193600,3689,3641,3692.789473613607,36,69,3.789473613606647,131720668585792
131720666222144,3689,3638,3692.2812499391603,35,69,3.281249939160154,131720666193600
131720665022784,3689,3640,3692.154639117043,34,69,3.154639117043255,131720666222144
131720664684160,3689,3640,3692.0306121892336,33,69,3.030612189233652,131720665022784
131720665220288,3693,3647,3695.9999999451516,33,65,2.999999945151514,131720664684160
131720665387520,3697,3647,3699.938775455627,32,61,2.9387754556268213,131720665220288
131720666252864,3697,3651,3699.846938722348,31,61,2.846938722347979,131720665387520
131720664291840,3697,3649,3699.8181817658033,31,61,2.8181817658034882,131720666252864
131720664176704,3697,3651,3699.7272726763085,30,61,2.727272676308539,131720664291840
131720662665024,3697,3651,3699.69999994978,30,61,2.6999999497799987,131720664176704
131720664476928,3697,3651,3699.609999951193,29,61,2.609999951192999,131720662665024
131720663796288,3697,3651,3699.4950494585078,28,61,2.4950494585079883,131720664476928
131720663800192,3699,3651,3701.382352897033,27,59,2.3823528970328716,131720663796288
131720662738880,3699,3651,3701.6470587742215,27,59,2.6470587742214526,131720663800192
131720663351616,3699,3649,3701.647058773962,27,59,2.6470587739619367,131720662738880
131720662993536,3699,3649,3701.549019559862,26,59,2.5490195598615903,131720663351616
131720661496768,3712,3660,3714.5242717973606,26,46,2.524271797360731,131720662993536
131720659665216,3712,3660,3714.205882310986,25,46,2.2058823109861585,131720661496768
131720661092032,3712,3660,3713.83999996412,23,46,1.8399999641199989,131720659665216
131720659342656,3716,3660,3717.803921533964,23,42,1.8039215339638592,131720661092032
131720663061824,3716,3663,3717.759999964976,22,42,1.759999964975999,131720659342656
131720660090752,3716,3666,3717.960396000396,22,42,1.9603960003960388,131720663061824
131720659920128,3717,3667,3718.960396000202,22,41,1.9603960002019405,131720660090752
131720661296576,3717,3667,3719.178217777571,22,41,2.178217777570826,131720659920128
131720659462272,3717,3667,3719.0792078783843,21,41,2.0792078783844716,131720661296576
131720658567360,3721,3669,3722.9607842739333,20,37,1.9607842739331025,131720659462272
131720658519616,3728,3675,3729.7647058463667,18,30,1.7647058463667817,131720658567360
131720658754432,3728,3675,3729.650485403403,17,30,1.6504854034027712,131720658519616
131720658888576,3751,3693,3752.5384615073963,16,7,1.5384615073964496,131720658754432
131720659205248,3751,3693,3752.4423076630455,15,7,1.442307663045488,131720658888576
131720659696000,3751,3693,3752.108910867813,14,7,1.1089108678129593,131720659205248
131720655248704,3750,3710,3751.0980391927565,14,8,1.098039192756632,131720659696000
131720658042752,3750,3715,3750.8921568440273,13,8,0.8921568440272969,131720655248704
131720657293952,3750,3716,3750.815533963559,12,8,0.8155339635592418,131720658042752
131720657397312,3750,3712,3750.7403846000075,11,8,0.7403846000073961,131720657293952
131720656792832,3750,3714,3750.8666666487557,13,8,0.8666666487555551,131720657397312
131720654159936,3750,3713,3750.874999979401,12,8,0.874999979401041,131720656792832
131720654360576,3750,3713,3750.865979361178,12,8,0.8659793611775954,131720654159936
131720654712704,3750,3713,3750.793814414331,11,8,0.7938144143309591,131720654360576
131720652981760,3750,3713,3750.7857142673543,11,8,0.7857142673542268,131720654712704
131720655003264,3750,3713,3750.785714267274,11,8,0.785714267274052,131720652981760
131720654171968,3759,3721,3759.7142856974488,10,-1,0.7142856974489792,131720655003264
131720654236480,3759,3721,3759.571428557901,8,-1,0.5714285579008742,131720654171968
131720651960640,3759,3715,3759.489999988583,7,-1,0.48999998858299965,131720654236480
131720652671360,3759,3715,3759.415841574524,6,-1,0.415841574524066,131720651960640
131720651055936,3759,3715,3759.3431372469963,5,-1,0.34313724699634734,131720652671360
131720651001600,3759,3715,3759.2718446539657,4,-1,0.27184465396550084,131720651055936
131720652828928,3758,3712,3758.2019230723217,3,0,0.20192307232156048,131720651001600
131720654001280,3758,3709,3758.114285711695,2,0,0.11428571169523799,131720652828928
131720653404480,3758,3709,3758.056603772309,1,0,0.0566037723086507,131720654001280
131720654005888,3758,3709,3758.0,0,0,0.0,131720653404480
